year,state,electoral_votes,Margin of Victory,Margin of Victory text,Partisan Lean,Partisan Lean text
2008,ND,3,-8.629560,R+8.6,-16.029550,R+16.0
2008,OH,20,4.593692,D+4.6,-2.806298,R+2.8
2008,OK,7,-31.290162,R+31.3,-38.690152,R+38.7
2008,OR,7,16.347825,D+16.3,8.947835,D+8.9
2008,PA,21,10.318476,D+10.3,2.918486,D+2.9
2008,RI,4,27.806158,D+27.8,20.406169,D+20.4
2008,SC,8,-8.977084,R+9.0,-16.377074,R+16.4
2008,SD,3,-8.411545,R+8.4,-15.811535,R+15.8
2008,TN,11,-15.068416,R+15.1,-22.468406,R+22.5
2008,TX,34,-11.769239,R+11.8,-19.169229,R+19.2
2008,UT,5,-28.178124,R+28.2,-35.578114,R+35.6
2008,VT,3,37.006454,D+37.0,29.606465,D+29.6
2008,VA,13,6.298969,D+6.3,-1.101020,R+1.1
2008,WA,11,17.176587,D+17.2,9.776598,D+9.8
2008,WV,5,-13.120593,R+13.1,-20.520582,R+20.5
2008,WI,10,13.904124,D+13.9,6.504134,D+6.5
2008,WY,3,-32.204281,R+32.2,-39.604270,R+39.6
2012,AL,9,-22.186789,R+22.2,-26.121976,R+26.1
2012,AK,3,-13.988918,R+14.0,-17.924105,R+17.9
2012,AZ,10,-9.064766,R+9.1,-12.999953,R+13.0
2012,AR,6,-23.687946,R+23.7,-27.623132,R+27.6
2012,CA,55,23.118581,D+23.1,19.183394,D+19.2
2012,CO,9,5.365135,D+5.4,1.429948,D+1.4
2012,CT,7,17.339899,D+17.3,13.404712,D+13.4
2012,DE,3,18.628138,D+18.6,14.692951,D+14.7
2012,DC,3,83.634823,D+83.6,79.699636,D+79.7
2012,FL,27,0.876887,D+0.9,-3.058299,R+3.1
2012,GA,15,-7.821283,R+7.8,-11.756469,R+11.8
2012,HI,4,42.465785,D+42.5,38.530598,D+38.5
2012,ID,4,-31.907450,R+31.9,-35.842637,R+35.8
2012,IL,21,16.869394,D+16.9,12.934207,D+12.9
2012,IN,11,-10.198229,R+10.2,-14.133416,R+14.1
2012,IA,7,5.810148,D+5.8,1.874961,D+1.9
2012,KS,6,-21.716750,R+21.7,-25.651937,R+25.7
2012,KY,8,-22.691814,R+22.7,-26.627000,R+26.6
2012,LA,9,-17.207112,R+17.2,-21.142299,R+21.1
2012,ME,4,15.043642,D+15.0,11.108455,D+11.1
2012,MD,10,26.076458,D+26.1,22.141272,D+22.1
2012,MA,12,23.019186,D+23.0,19.083999,D+19.1
2012,MI,17,9.497288,D+9.5,5.562101,D+5.6
2012,MN,10,7.694102,D+7.7,3.758915,D+3.8
2012,MS,6,-11.496487,R+11.5,-15.431674,R+15.4
2012,MO,11,-9.380258,R+9.4,-13.315444,R+13.3
2012,MT,3,-13.653398,R+13.7,-17.588585,R+17.6
2012,NE,5,-21.775878,R+21.8,-25.711064,R+25.7
2012,NV,5,6.680934,D+6.7,2.745747,D+2.7
2012,NH,4,5.575888,D+5.6,1.640701,D+1.6
2012,NJ,15,17.718790,D+17.7,13.783603,D+13.8
2012,NM,5,10.149434,D+10.1,6.214247,D+6.2
2012,NY,31,29.519387,D+29.5,25.584200,D+25.6
2012,NC,15,-2.042096,R+2.0,-5.977282,R+6.0
2012,ND,3,-19.618372,R+19.6,-23.553558,R+23.6
2012,OH,20,2.978307,D+3.0,-0.956880,R+1.0
2012,OK,7,-33.544639,R+33.5,-37.479826,R+37.5
2012,OR,7,12.089455,D+12.1,8.154269,D+8.2
2012,PA,21,5.395992,D+5.4,1.460805,D+1.5
2012,RI,4,27.457297,D+27.5,23.522111,D+23.5
2012,SC,8,-10.473098,R+10.5,-14.408285,R+14.4
2012,SD,3,-18.023171,R+18.0,-21.958358,R+22.0
2012,TN,11,-20.402900,R+20.4,-24.338086,R+24.3
2012,TX,34,-15.783619,R+15.8,-19.718806,R+19.7
2012,UT,5,-48.040867,R+48.0,-51.976054,R+52.0
2012,VT,3,35.597915,D+35.6,31.662728,D+31.7
2012,VA,13,3.873354,D+3.9,-0.061833,R+0.1
2012,WA,11,14.868777,D+14.9,10.933590,D+10.9
2012,WV,5,-26.756538,R+26.8,-30.691725,R+30.7
2012,WI,10,6.837816,D+6.8,2.902629,D+2.9
2012,WY,3,-40.556679,R+40.6,-44.491866,R+44.5
2016,AL,9,-27.725147,R+27.7,-29.907089,R+29.9
2016,AK,3,-14.730641,R+14.7,-16.912583,R+16.9
2016,AZ,11,-3.545595,R+3.5,-5.727537,R+5.7
2016,AR,6,-26.920978,R+26.9,-29.102921,R+29.1
2016,CA,55,30.109293,D+30.1,27.927350,D+27.9
2016,CO,9,4.905583,D+4.9,2.723640,D+2.7
2016,CT,7,13.639387,D+13.6,11.457444,D+11.5
2016,DE,3,11.430512,D+11.4,9.248570,D+9.2
2016,DC,3,86.413501,D+86.4,84.231558,D+84.2
2016,FL,29,-1.198626,R+1.2,-3.380568,R+3.4
2016,GA,16,-5.131343,R+5.1,-7.313285,R+7.3
2016,HI,4,31.541091,D+31.5,29.359148,D+29.4
2016,ID,4,-31.769419,R+31.8,-33.951361,R+34.0
2016,IL,20,17.063614,D+17.1,14.881671,D+14.9
2016,IN,11,-19.165194,R+19.2,-21.347136,R+21.3
2016,IA,6,-9.409548,R+9.4,-11.591491,R+11.6
2016,KS,6,-20.602211,R+20.6,-22.784154,R+22.8
2016,KY,8,-29.837450,R+29.8,-32.019393,R+32.0
2016,LA,8,-19.639119,R+19.6,-21.821061,R+21.8
2016,ME,4,2.868536,D+2.9,0.686593,D+0.7
2016,MD,10,26.416440,D+26.4,24.234497,D+24.2
2016,MA,11,26.763862,D+26.8,24.581920,D+24.6
2016,MI,16,-0.223033,R+0.2,-2.404976,R+2.4
2016,MN,10,1.519841,D+1.5,-0.662102,R+0.7
2016,MS,6,-17.826250,R+17.8,-20.008192,R+20.0
2016,MO,10,-18.637117,R+18.6,-20.819060,R+20.8
2016,MT,3,-20.530973,R+20.5,-22.712916,R+22.7
2016,NE,5,-25.048595,R+25.0,-27.230537,R+27.2
2016,NV,6,2.417128,D+2.4,0.235186,D+0.2
2016,NH,4,0.367596,D+0.4,-1.814347,R+1.8
2016,NJ,14,14.102698,D+14.1,11.920755,D+11.9
2016,NM,5,8.213133,D+8.2,6.031190,D+6.0
2016,NY,29,23.745540,D+23.7,21.563598,D+21.6
2016,NC,15,-3.655229,R+3.7,-5.837171,R+5.8
2016,ND,3,-35.728888,R+35.7,-37.910831,R+37.9
2016,OH,18,-8.129574,R+8.1,-10.311517,R+10.3
2016,OK,7,-36.391185,R+36.4,-38.573127,R+38.6
2016,OR,7,10.977817,D+11.0,8.795874,D+8.8
2016,PA,20,-0.724270,R+0.7,-2.906212,R+2.9
2016,RI,4,15.508549,D+15.5,13.326606,D+13.3
2016,SC,9,-14.265913,R+14.3,-16.447856,R+16.4
2016,SD,3,-29.793322,R+29.8,-31.975265,R+32.0
2016,TN,11,-26.005701,R+26.0,-28.187644,R+28.2
2016,TX,38,-8.999428,R+9.0,-11.181370,R+11.2
2016,UT,6,-18.079548,R+18.1,-20.261491,R+20.3
2016,VT,3,25.963360,D+26.0,23.781417,D+23.8
2016,VA,13,5.323706,D+5.3,3.141763,D+3.1
2016,WA,12,15.706000,D+15.7,13.524057,D+13.5
2016,WV,5,-42.153647,R+42.2,-44.335589,R+44.3
2016,WI,10,-0.764343,R+0.8,-2.946286,R+2.9
2016,WY,3,-45.769510,R+45.8,-47.951453,R+48.0
